,model_name,feature_set,seq_len,trial,pr_auc,roc_auc,f1,5,10,15,20,25,30
0,bitenet,dxtx,6,0,0.4076852071531671,0.6414968689917402,0.23076923076923078,0.6355333333333333,0.6206555555555555,0.6185492063492064,0.647147619047619,0.6379603174603174,0.6368253968253967
1,bitenet,dxtx,6,1,0.39697357249536436,0.6215615299513432,0.22702702702702704,0.6194666666666666,0.6974809523809523,0.7173751803751803,0.7264325637325637,0.7312775372775373,0.7356990860990862
2,bitenet,dxtx,6,2,0.43169869126480687,0.6610992363132512,0.31297709923664124,0.7775555555555556,0.8162116402116402,0.830381721981722,0.8366786916786917,0.8380136123136123,0.8398614718614719
3,bitenet,dxtx,6,3,0.4045207156837519,0.6572646910344679,0.32575757575757575,0.7452222222222223,0.7611449735449736,0.7636783068783068,0.7627597883597882,0.7597962962962962,0.7542920634920635
4,bitenet,dxtx,6,4,0.4218462736273726,0.6512174949785716,0.3137254901960785,0.7545333333333333,0.792168253968254,0.7858285714285715,0.7846666666666666,0.7773968253968254,0.7693555555555556
5,bitenet,dx,6,0,0.4198832488386917,0.5978883148408718,0.24175824175824173,0.44580000000000003,0.5048851851851852,0.5230039923039923,0.5255693121693121,0.5256281866281866,0.5302984607984607
6,bitenet,dx,6,1,0.39789986830275187,0.5968518061030493,0.2654028436018957,0.6379555555555555,0.610984126984127,0.6187026455026454,0.6244550264550264,0.6158719576719576,0.5994142857142856
7,bitenet,dx,6,2,0.36552260801802255,0.6133231651647136,0.2753036437246964,0.5914444444444446,0.6023312169312169,0.6072517556517557,0.6096104377104377,0.6093838383838384,0.6048451178451177
8,bitenet,dx,6,3,0.3560229957623653,0.5948056411853793,0.2535211267605633,0.7112666666666667,0.7295031746031746,0.7129571428571428,0.7061634920634922,0.7085952380952381,0.7066936507936507
9,bitenet,dx,6,4,0.35912367028538206,0.5915725932052287,0.30039525691699603,0.6615777777777778,0.6602656084656086,0.6594887519887519,0.6553856254856255,0.6548700003700004,0.6502714063714065
10,rnn,dxtx,6,0,0.41202631337065415,0.6108527298310437,0.296943231441048,0.6097555555555555,0.5760444444444444,0.5672571428571428,0.5691857142857142,0.5777333333333333,0.5826047619047618
11,rnn,dxtx,6,1,0.3910650944922549,0.5874587813235089,0.29411764705882354,0.6072444444444445,0.6057539682539682,0.6024761904761904,0.609115873015873,0.6201142857142857,0.6280158730158731
12,rnn,dxtx,6,2,0.40332404997678223,0.5956219589478094,0.29032258064516125,0.5715555555555555,0.6032661375661376,0.6076074555074554,0.6111303511303511,0.6166871572871573,0.6146523328523329
13,rnn,dxtx,6,3,0.4016988705852804,0.608940827703247,0.3096234309623431,0.5602222222222223,0.610920634920635,0.63274708994709,0.6416973544973545,0.6517931216931216,0.6551296296296296
14,rnn,dxtx,6,4,0.4144749002423749,0.619445548382939,0.344,0.6003777777777778,0.6391015873015874,0.662304761904762,0.6699333333333333,0.6768666666666666,0.679231746031746
15,rnn,dx,6,0,0.4229406542899936,0.616233982449168,0.3412698412698413,0.94,0.9813333333333333,0.992,0.992,0.996,0.9973333333333333
16,rnn,dx,6,1,0.4306247692300821,0.6265238826650626,0.33064516129032256,0.7512666666666667,0.7828380952380952,0.7933301587301587,0.7958063492063492,0.7980888888888888,0.7967428571428571
17,rnn,dx,6,2,0.4254224600470084,0.6188440510843063,0.32,0.8986666666666666,0.972,0.9853333333333333,0.992,0.9946666666666667,0.996
18,rnn,dx,6,3,0.4195458412449511,0.6136453958604098,0.3387096774193548,0.8895555555555557,0.9544317460317461,0.9738984126984127,0.983631746031746,0.986463492063492,0.986615873015873
19,rnn,dx,6,4,0.41938720174128885,0.6105412401585375,0.35102040816326524,0.8695111111111109,0.941863492063492,0.9469714285714287,0.9498984126984127,0.9533396825396825,0.9510253968253968
20,brnn,dxtx,6,0,0.4379459136188609,0.6476299932331555,0.24468085106382978,0.6203555555555555,0.6065047619047619,0.6018904761904762,0.6144095238095237,0.6229984126984127,0.6329730158730158
21,brnn,dxtx,6,1,0.4076190956043797,0.6040644031750465,0.3175965665236052,0.7741777777777777,0.8457206349206349,0.8612666666666667,0.856463492063492,0.8583904761904763,0.8603206349206348
22,brnn,dxtx,6,2,0.3917227919574129,0.6009495064499845,0.3230769230769231,0.8046888888888889,0.8690888888888888,0.8681777777777779,0.8694222222222221,0.8613555555555555,0.8562888888888889
23,brnn,dxtx,6,3,0.39386712099291715,0.5815834416386505,0.314410480349345,0.6914222222222222,0.6822190476190476,0.669320634920635,0.6760444444444444,0.6853968253968253,0.691879365079365
24,brnn,dxtx,6,4,0.413248103050861,0.5980816532582893,0.3347280334728034,0.6402666666666668,0.6824,0.6604222222222222,0.6592888888888888,0.6594888888888889,0.6578444444444445
25,brnn,dx,6,0,0.42238877269792696,0.6303584279438459,0.3114754098360656,0.691911111111111,0.7234079365079363,0.7361280423280423,0.7369201058201058,0.7346068783068784,0.7309888888888888
26,brnn,dx,6,1,0.42728713683760167,0.6345044628951354,0.32911392405063294,0.6265111111111111,0.6956957671957671,0.7192751322751324,0.7275391534391534,0.7329767195767196,0.7372634920634922
27,brnn,dx,6,2,0.4187271024006715,0.6354604139590336,0.3070539419087137,0.7043555555555555,0.8089222222222223,0.8277079365079365,0.8349126984126984,0.8404396825396825,0.8449952380952381
28,brnn,dx,6,3,0.432075669037831,0.6352992986111856,0.3418803418803419,0.7007555555555555,0.7918444444444445,0.8149142857142857,0.8163333333333334,0.8219714285714287,0.8249238095238096
29,brnn,dx,6,4,0.4185526906225288,0.6266098108505815,0.3170731707317073,0.7068,0.7977523809523809,0.8369095238095238,0.8441746031746032,0.8476777777777776,0.8533952380952381
30,retain,dxtx,6,0,0.3914366496990173,0.6159439748230416,0.2185792349726776,0.6520888888888888,0.6744523809523809,0.6915696969696971,0.7129080327080326,0.7273361231361232,0.7376175565175564
31,retain,dxtx,6,1,0.3836307380710691,0.6121094295442584,0.29596412556053814,0.5531333333333333,0.6002052910052911,0.6074553631553631,0.6119338143338142,0.6172382876382876,0.629973544973545
32,retain,dxtx,6,2,0.36485532811081545,0.5962341972696319,0.2878787878787879,0.5598222222222222,0.607211111111111,0.6114031746031746,0.6120025974025973,0.6190930735930736,0.6271892255892256
33,retain,dxtx,6,3,0.3644871404721036,0.5841505461810292,0.28458498023715423,0.5795111111111111,0.6045476190476191,0.608302453102453,0.6178974987974988,0.6242214526214527,0.6328686387686389
34,retain,dxtx,6,4,0.37582990431287455,0.5897143961933813,0.3003663003663004,0.5465777777777777,0.5938571428571429,0.612164886964887,0.6238810966810967,0.6260913900913901,0.6355709475709476
35,retain,dx,6,0,0.39923694350958294,0.6171684514666866,0.2564102564102564,0.8409111111111112,0.8900253968253967,0.8865015873015872,0.8860063492063491,0.8818158730158729,0.8797714285714285
36,retain,dx,6,1,0.4158856380469506,0.6404764717887026,0.32231404958677684,0.897111111111111,0.9631873015873016,0.9743968253968254,0.9792095238095238,0.9779555555555556,0.9761587301587302
37,retain,dx,6,2,0.40890837585735107,0.6401435000698166,0.3037974683544304,0.6954888888888889,0.7388682539682541,0.7486650793650794,0.7435365079365078,0.749963492063492,0.7479841269841269
38,retain,dx,6,3,0.4085345879808361,0.6222919195282544,0.336,0.8704,0.9485873015873015,0.9666285714285714,0.9744666666666668,0.9714285714285714,0.9705555555555556
39,retain,dx,6,4,0.3992943453764775,0.6236452884501777,0.30115830115830117,0.788,0.8392253968253968,0.8642222222222223,0.865257142857143,0.8686666666666667,0.867736507936508
40,deepr,dxtx,6,0,0.4468087753895489,0.6767274250545108,0.24731182795698925,0.8506666666666667,0.972,0.9933333333333333,0.9973333333333333,0.9973333333333333,0.9986666666666667
41,deepr,dxtx,6,1,0.3978382301434411,0.6163628747274466,0.32394366197183105,0.8186666666666667,0.964,0.9853333333333333,0.9973333333333333,1.0,1.0
42,deepr,dxtx,6,2,0.38485500396072564,0.6049129440070462,0.33571428571428574,0.7746666666666666,0.9586666666666667,0.992,0.996,1.0,1.0
43,deepr,dxtx,6,3,0.3713351879927092,0.6020450908153511,0.30604982206405695,0.5987777777777779,0.7102222222222223,0.7373333333333333,0.7313333333333333,0.7337777777777776,0.737
44,deepr,dxtx,6,4,0.39590359627789107,0.6099988184874492,0.3503649635036496,0.549711111111111,0.5898825396825397,0.5605936507936508,0.5359714285714285,0.521615873015873,0.5092126984126985
45,deepr,dx,6,0,0.36554482367976837,0.5799400650906005,0.2531645569620254,0.7715555555555556,0.828990476190476,0.8313269841269842,0.8372920634920635,0.8402476190476191,0.8384984126984127
46,deepr,dx,6,1,0.3561213773225989,0.5546449554784588,0.3003412969283277,0.7099555555555556,0.7649798941798942,0.7743118807118808,0.7748202020202022,0.7747500721500721,0.7722204906204906
47,deepr,dx,6,2,0.3672118998526064,0.5648972621131889,0.3082706766917293,0.6834666666666667,0.7498238095238097,0.7625149961149961,0.7671743034743034,0.7658686535686535,0.7629886298886299
48,deepr,dx,6,3,0.33291300101003196,0.5287805716372542,0.2724014336917563,0.6799999999999999,0.7471820105820105,0.7481066378066377,0.743738383838384,0.7325593147593148,0.7205322418322418
49,deepr,dx,6,4,0.3630639446633309,0.5554934963104585,0.2766798418972332,0.6701111111111112,0.7465608465608465,0.7445508898508898,0.7384227494727496,0.7285116383616383,0.7208032282532283
50,bitenet,dxtx,8,0,0.3460965973307662,0.5631958341164635,0.20118343195266275,0.0,0.0,0.0,0.0,0.0,0.0
51,bitenet,dxtx,8,1,0.36211409758960095,0.5918970911784542,0.2588235294117647,0.0,0.0,0.0,0.0,0.0,0.0
52,bitenet,dxtx,8,2,0.35842042115744344,0.5719963736470276,0.2702702702702703,0.07066666666666667,0.10533333333333333,0.136,0.164,0.19333333333333333,0.22133333333333333
53,bitenet,dxtx,8,3,0.35072122837223085,0.5557994007672832,0.24472573839662445,0.0,0.0,0.0,0.0,0.0,0.0
54,bitenet,dxtx,8,4,0.32819478312744566,0.5868445201163086,0.30612244897959184,0.064,0.08533333333333333,0.09466666666666666,0.11066666666666666,0.12933333333333333,0.144
55,bitenet,dx,8,0,0.3340795258962188,0.5498678813474998,0.21052631578947367,0.65,0.584,0.5506666666666666,0.5493333333333333,0.542,0.5373333333333333
56,bitenet,dx,8,1,0.3087717316865516,0.5394365885747769,0.192090395480226,0.0,0.0,0.0,0.0,0.0,0.0
57,bitenet,dx,8,2,0.3364494991967836,0.5583754380921846,0.223463687150838,0.0,0.0,0.0,0.0,0.0,0.0
58,bitenet,dx,8,3,0.3191999261905112,0.5414487722362878,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
59,bitenet,dx,8,4,0.31485370046940947,0.5294198940839588,0.20338983050847456,0.0,0.0,0.0,0.0,0.0,0.0
60,rnn,dxtx,8,0,0.4094606376028223,0.6275027916284315,0.3179916317991632,0.6406666666666667,0.6613333333333333,0.6293333333333333,0.5993333333333334,0.5806666666666667,0.566
61,rnn,dxtx,8,1,0.40727397222770323,0.6049818129553671,0.3179916317991632,0.622,0.656,0.6226666666666667,0.602,0.5786666666666667,0.5646666666666667
62,rnn,dxtx,8,2,0.4020021053162248,0.6043847914294243,0.3162393162393162,0.598,0.6746666666666666,0.644,0.61,0.596,0.586
63,rnn,dxtx,8,3,0.3908708514622419,0.5929639907572223,0.2857142857142857,0.532,0.6266666666666667,0.614,0.5886666666666667,0.5713333333333334,0.5626666666666666
64,rnn,dxtx,8,4,0.39521707750581414,0.5966843193401807,0.30081300813008127,0.5613333333333334,0.6546666666666666,0.6433333333333333,0.6153333333333333,0.6,0.5833333333333334
65,rnn,dx,8,0,0.38007664359567694,0.5798405731406648,0.2935779816513761,0.0,0.0,0.0,0.0,0.0,0.0
66,rnn,dx,8,1,0.38292248678277097,0.5911176464084733,0.3125,0.5793333333333334,0.6633333333333333,0.632,0.6046666666666667,0.584,0.566
67,rnn,dx,8,2,0.38054316624016005,0.579597342148614,0.31932773109243695,0.0,0.0,0.0,0.0,0.0,0.0
68,rnn,dx,8,3,0.371948313768259,0.5711174252893896,0.29166666666666663,0.0,0.0,0.0,0.0,0.0,0.0
69,rnn,dx,8,4,0.38279301293552237,0.5752302402458844,0.2966101694915254,0.0,0.0,0.0,0.0,0.0,0.0
70,brnn,dxtx,8,0,0.4092505077014852,0.6398301805437318,0.26804123711340205,0.0,0.0,0.0,0.0,0.0,0.0
71,brnn,dxtx,8,1,0.3993648935124441,0.6303994516246725,0.3116883116883116,0.0,0.0,0.0,0.0,0.0,0.0
72,brnn,dxtx,8,2,0.39840426304098936,0.6177293281296643,0.31496062992125984,0.0,0.0,0.0,0.0,0.0,0.0
73,brnn,dxtx,8,3,0.4067274716351926,0.6200842463708831,0.3105022831050228,0.0,0.0,0.0,0.0,0.0,0.0
74,brnn,dxtx,8,4,0.39218074924037905,0.6097358732545413,0.3214285714285714,0.0,0.0,0.0,0.0,0.0,0.0
75,brnn,dx,8,0,0.41676887650719174,0.6085307742484716,0.32160804020100503,0.0,0.0,0.0,0.0,0.0,0.0
76,brnn,dx,8,1,0.44143913643267696,0.6359937644418402,0.36123348017621143,0.0,0.0,0.0,0.0,0.0,0.0
77,brnn,dx,8,2,0.4178078302461073,0.6166126767570675,0.344,0.0,0.0,0.0,0.0,0.0,0.0
78,brnn,dx,8,3,0.4164849897469124,0.6146999966832137,0.35932203389830514,0.0,0.0,0.0,0.0,0.0,0.0
79,brnn,dx,8,4,0.41532307288797865,0.6098796006589349,0.3471074380165289,0.0,0.0,0.0,0.0,0.0,0.0
80,retain,dxtx,8,0,0.3764672738501166,0.6026268947141482,0.2903225806451613,0.6997777777777777,0.7431111111111112,0.7326666666666667,0.718,0.7026666666666667,0.6944444444444446
81,retain,dxtx,8,1,0.3489058013171633,0.58976881999801,0.26294820717131473,0.6902222222222223,0.7313333333333333,0.7213333333333334,0.7031111111111114,0.6935555555555557,0.6875555555555557
82,retain,dxtx,8,2,0.3562138491936464,0.5906201284701876,0.26829268292682934,0.7053333333333334,0.7422222222222223,0.7253333333333334,0.712,0.6951111111111111,0.6893333333333335
83,retain,dxtx,8,3,0.3535149075100476,0.5881601786642197,0.29230769230769227,0.7177777777777776,0.7444444444444445,0.7344444444444445,0.7217777777777776,0.7088888888888888,0.7011111111111111
84,retain,dxtx,8,4,0.37434954825754074,0.6127430927926234,0.28793774319066145,0.694888888888889,0.721111111111111,0.7175555555555556,0.7062222222222223,0.7015555555555557,0.6891111111111111
85,retain,dx,8,0,0.3484651779857242,0.5717807825404372,0.2661596958174905,0.0,0.0,0.0,0.0,0.0,0.0
86,retain,dx,8,1,0.3533102441160509,0.5742462603234972,0.24193548387096772,0.0,0.0,0.0,0.0,0.0,0.0
87,retain,dx,8,2,0.33812859570500753,0.5514820506583821,0.23045267489711938,0.572,0.6706666666666666,0.6386666666666667,0.6073333333333333,0.5853333333333334,0.5626666666666666
88,retain,dx,8,3,0.36657719233955854,0.5818859246647282,0.32539682539682546,0.0,0.0,0.0,0.0,0.0,0.0
89,retain,dx,8,4,0.3470429360696331,0.552355471038928,0.264,0.0,0.0,0.0,0.0,0.0,0.0
90,deepr,dxtx,8,0,0.39654856751036743,0.6264524759809396,0.33976833976833976,0.0,0.0,0.0,0.0,0.0,0.0
91,deepr,dxtx,8,1,0.3886404283822784,0.6219527026280003,0.3370786516853933,0.0,0.0,0.0,0.0,0.0,0.0
92,deepr,dxtx,8,2,0.37285549891695563,0.6100786078342492,0.30952380952380953,0.0,0.0,0.0,0.0,0.0,0.0
93,deepr,dxtx,8,3,0.38952723166492287,0.614462293668255,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
94,deepr,dxtx,8,4,0.38247493007220185,0.6155181372928391,0.32618025751072965,0.0,0.0,0.0,0.0,0.0,0.0
95,deepr,dx,8,0,0.3961450906400172,0.6122124069917855,0.27586206896551724,0.572,0.658,0.6353333333333333,0.6166666666666667,0.602,0.578
96,deepr,dx,8,1,0.38486837373546945,0.6120907914957601,0.3508771929824561,0.5173333333333333,0.66,0.644,0.6253333333333333,0.6026666666666667,0.5853333333333334
97,deepr,dx,8,2,0.3852675393185463,0.5964908401419584,0.2796610169491526,0.5373333333333333,0.6526666666666666,0.6326666666666667,0.6193333333333333,0.594,0.5773333333333334
98,deepr,dx,8,3,0.3626854515305464,0.5786686419971475,0.3129251700680272,0.43133333333333335,0.616,0.6213333333333333,0.6006666666666667,0.59,0.58
99,deepr,dx,8,4,0.3770119423468311,0.5923780251854637,0.2823529411764706,0.49266666666666664,0.6506666666666666,0.648,0.6366666666666667,0.6213333333333333,0.6
100,bitenet,dxtx,10,0,0.3291660735686168,0.5686611111111112,0.14201183431952663,0.4004444444444445,0.5066666666666667,0.5477777777777778,0.574,0.5897777777777777,0.6028888888888889
101,bitenet,dxtx,10,1,0.31715795023717974,0.5622833333333334,0.19689119170984457,0.39577777777777773,0.48377777777777775,0.5286666666666666,0.5584444444444444,0.576,0.592
102,bitenet,dxtx,10,2,0.3448401084268704,0.5932111111111111,0.186046511627907,0.3473333333333333,0.4595555555555555,0.508,0.5453333333333333,0.5662222222222222,0.5797777777777778
103,bitenet,dxtx,10,3,0.2936054989033944,0.5095388888888889,0.1630434782608696,0.37333333333333335,0.39266666666666666,0.42711111111111116,0.4511111111111111,0.46488888888888885,0.4755555555555555
104,bitenet,dxtx,10,4,0.2988910417910171,0.5223388888888889,0.2330097087378641,0.37533333333333335,0.46088888888888885,0.504,0.538,0.5622222222222222,0.578
105,bitenet,dx,10,0,0.3326159196109558,0.5829777777777777,0.1878453038674033,0.386,0.4055555555555555,0.4171111111111111,0.4291111111111111,0.43666666666666665,0.43733333333333335
106,bitenet,dx,10,1,0.3105090565947512,0.5673388888888888,0.16091954022988506,0.35288888888888886,0.4228888888888888,0.4635555555555555,0.49066666666666664,0.5177777777777778,0.5313333333333333
107,bitenet,dx,10,2,0.31277056078078264,0.5687611111111112,0.17204301075268816,0.3391111111111111,0.34977777777777774,0.3604444444444444,0.364,0.3762222222222222,0.38666666666666666
108,bitenet,dx,10,3,0.2992040155797109,0.5707888888888889,0.15384615384615383,0.392,0.4404444444444444,0.4735555555555555,0.5077777777777778,0.5346666666666666,0.552
109,bitenet,dx,10,4,0.3073553461044753,0.5704666666666668,0.1581920903954802,0.3675555555555555,0.364,0.36733333333333335,0.37,0.3822222222222222,0.392
110,rnn,dxtx,10,0,0.33221942926444425,0.5481555555555555,0.23364485981308408,0.35577777777777775,0.4437777777777778,0.5015555555555555,0.5362222222222222,0.5544444444444445,0.5762222222222223
111,rnn,dxtx,10,1,0.3340539413779074,0.5473999999999999,0.25688073394495414,0.43133333333333335,0.47222222222222215,0.5133333333333333,0.5455555555555556,0.5664444444444444,0.5833333333333334
112,rnn,dxtx,10,2,0.3261890210659672,0.5377222222222222,0.26785714285714285,0.4160222222222222,0.4510888888888889,0.479,0.5019111111111111,0.5148222222222222,0.5210222222222222
113,rnn,dxtx,10,3,0.327023442856361,0.5453888888888889,0.26495726495726496,0.5435555555555556,0.6624444444444445,0.686,0.6928888888888889,0.6877777777777778,0.6912222222222223
114,rnn,dxtx,10,4,0.32655421925125677,0.5500111111111111,0.25892857142857145,0.3875333333333333,0.4460666666666666,0.4798222222222222,0.4980222222222222,0.5185777777777778,0.5295555555555556
115,rnn,dx,10,0,0.3347278538293196,0.5995999999999999,0.17989417989417988,0.2786666666666667,0.396,0.4706666666666667,0.532,0.596,0.628
116,rnn,dx,10,1,0.34530543523429336,0.6087111111111112,0.23809523809523808,0.24,0.33466666666666667,0.4093333333333333,0.452,0.5093333333333333,0.556
117,rnn,dx,10,2,0.3591310701978277,0.6098444444444445,0.2592592592592593,0.22955555555555554,0.30622222222222223,0.35511111111111116,0.40177777777777784,0.43777777777777777,0.48222222222222216
118,rnn,dx,10,3,0.367602446554377,0.6172222222222222,0.2452830188679245,0.24888888888888888,0.3371111111111111,0.40288888888888885,0.4504444444444444,0.5091111111111111,0.5493333333333333
119,rnn,dx,10,4,0.3684410167823517,0.630311111111111,0.27555555555555555,0.6093333333333333,0.76,0.8533333333333334,0.8906666666666667,0.916,0.94
120,brnn,dxtx,10,0,0.34568107283817573,0.6067,0.17857142857142858,0.532,0.7413333333333333,0.848,0.896,0.94,0.952
121,brnn,dxtx,10,1,0.3293713151489314,0.5758444444444444,0.22439024390243897,0.5666666666666667,0.7493333333333333,0.8493333333333334,0.9026666666666666,0.9346666666666666,0.9653333333333334
122,brnn,dxtx,10,2,0.3238976633406281,0.5633777777777778,0.22624434389140272,0.5951777777777778,0.7525555555555556,0.8077777777777778,0.8322444444444446,0.8444444444444443,0.8365555555555555
123,brnn,dxtx,10,3,0.3304505388824931,0.5682166666666666,0.23529411764705885,0.5458444444444445,0.6962063492063493,0.736984126984127,0.7463396825396824,0.7444285714285714,0.7395079365079364
124,brnn,dxtx,10,4,0.314562851875865,0.5443388888888889,0.2434782608695652,0.5250666666666666,0.5473999999999999,0.5498222222222222,0.5393111111111112,0.5543777777777777,0.5596222222222221
125,brnn,dx,10,0,0.34623666741185866,0.5944111111111112,0.24644549763033174,0.5586666666666666,0.7586666666666667,0.8413333333333334,0.8973333333333333,0.916,0.9426666666666667
126,brnn,dx,10,1,0.3479720943122343,0.6001222222222222,0.2608695652173913,0.596,0.7586666666666667,0.8426666666666667,0.8866666666666667,0.9186666666666666,0.9373333333333334
127,brnn,dx,10,2,0.3476796280561323,0.6031555555555554,0.2913385826771654,0.4502444444444444,0.47677777777777774,0.493,0.5119111111111111,0.5286,0.5389777777777777
128,brnn,dx,10,3,0.3382841544963318,0.5901222222222222,0.23696682464454974,0.3551111111111111,0.4066666666666667,0.4348888888888888,0.447111111111111,0.4557777777777777,0.45977777777777773
129,brnn,dx,10,4,0.34834588401772054,0.6176944444444444,0.26609442060085836,0.16622222222222222,0.18355555555555556,0.1997777777777778,0.20755555555555558,0.21955555555555553,0.23022222222222222
130,retain,dxtx,10,0,0.282302571242591,0.5031555555555556,0.19913419913419914,0.48533333333333334,0.672,0.7786666666666666,0.852,0.888,0.928
131,retain,dxtx,10,1,0.2955323130131828,0.5101666666666667,0.23346303501945526,0.38328888888888885,0.46917777777777775,0.5446222222222222,0.5957333333333332,0.6354000000000001,0.6582222222222223
132,retain,dxtx,10,2,0.29199552445035337,0.507811111111111,0.20833333333333334,0.27166666666666667,0.36566666666666664,0.4214444444444444,0.476,0.5187777777777778,0.5473333333333333
133,retain,dxtx,10,3,0.28917554124914213,0.5194444444444444,0.23255813953488372,0.26924444444444445,0.3343555555555555,0.3634666666666667,0.38273333333333326,0.40526666666666666,0.4200444444444444
134,retain,dxtx,10,4,0.3103600170641088,0.5360333333333334,0.25498007968127495,0.25411111111111107,0.33766666666666667,0.40988888888888886,0.4603333333333333,0.5053333333333333,0.5343333333333333
135,retain,dx,10,0,0.3329676978464375,0.5753444444444444,0.2612244897959184,0.28680000000000005,0.30631322751322754,0.31852433862433865,0.3304814814814815,0.34597354497354504,0.3516243386243386
136,retain,dx,10,1,0.34508068397411407,0.5897111111111111,0.2928870292887029,0.2479111111111111,0.22689841269841265,0.22487777777777773,0.2273936507936508,0.2347253968253968,0.23990476190476184
137,retain,dx,10,2,0.32796241418615113,0.5575333333333334,0.24680851063829784,0.29315555555555556,0.2915957671957672,0.29016719576719574,0.30624973544973544,0.3217941798941799,0.3369137566137566
138,retain,dx,10,3,0.32947905521220167,0.5855666666666667,0.22026431718061676,0.28986666666666666,0.2686777777777778,0.26236984126984125,0.26157301587301585,0.2672666666666667,0.2752730158730159
139,retain,dx,10,4,0.32240389245891893,0.5928333333333333,0.2459016393442623,0.29644444444444445,0.28695873015873014,0.28415714285714283,0.28965555555555556,0.2976809523809524,0.30703703703703705
140,deepr,dxtx,10,0,0.3723144675072429,0.5893222222222222,0.17073170731707318,0.3588888888888888,0.42711111111111116,0.48355555555555557,0.5246666666666666,0.5542222222222222,0.5775555555555555
141,deepr,dxtx,10,1,0.3511712156075873,0.5771222222222222,0.20338983050847456,0.5653333333333334,0.7533333333333333,0.836,0.8826666666666667,0.92,0.944
142,deepr,dxtx,10,2,0.3290713509052865,0.5576555555555556,0.2198952879581152,0.5166666666666667,0.6548888888888889,0.66,0.6584444444444444,0.6517777777777778,0.6511111111111111
143,deepr,dxtx,10,3,0.32850318021415986,0.5694888888888889,0.2288135593220339,0.37066666666666664,0.568,0.6826666666666666,0.7573333333333333,0.8066666666666666,0.86
144,deepr,dxtx,10,4,0.316950952395693,0.5553555555555555,0.20717131474103587,0.4106666666666667,0.6146666666666667,0.7333333333333333,0.804,0.8693333333333333,0.904
145,deepr,dx,10,0,0.35833120076123726,0.6076444444444444,0.30000000000000004,0.4146666666666667,0.5588888888888889,0.6044444444444445,0.5973333333333334,0.5984444444444444,0.602
146,deepr,dx,10,1,0.3833711531545533,0.6303555555555556,0.3083333333333333,0.5988444444444444,0.7554,0.7626222222222223,0.7515111111111111,0.7463111111111111,0.7370666666666666
147,deepr,dx,10,2,0.3722939304712955,0.6248111111111112,0.30769230769230765,0.6324,0.7926222222222222,0.8665111111111111,0.8971777777777777,0.9177555555555554,0.9194222222222221
148,deepr,dx,10,3,0.3884327450357672,0.6279833333333334,0.2823529411764706,0.3736222222222222,0.44367301587301583,0.48078412698412704,0.5118507936507937,0.5212095238095238,0.5322888888888889
149,deepr,dx,10,4,0.3658958603042025,0.5965444444444444,0.28,0.20746666666666666,0.26114920634920635,0.3037492063492064,0.3313428571428571,0.36348571428571436,0.3742285714285714
150,bitenet,dxtx,12,0,0.369216203691231,0.6027944444444444,0.2834008097165992,0.601111111111111,0.5555555555555555,0.5766666666666667,0.5662222222222222,0.5597777777777777,0.5544444444444444
151,bitenet,dxtx,12,1,0.3636785708095268,0.6225611111111111,0.3693379790940766,0.7666666666666667,0.782,0.7146666666666667,0.6733333333333333,0.644,0.6106666666666667
